#    lam  spec.e spec.sa spec.sb spec.sd  spec.ir
#
5087.820 1.07848 1.04398 1.02470 1.00004 0.90676
5088.990 1.09103 1.05418 1.03264 1.00403 0.90602
5090.160 1.09892 1.06079 1.03803 1.00747 0.90769
5091.330 1.10599 1.06652 1.04247 1.00965 0.90580
5092.500 1.11453 1.07403 1.04903 1.01506 0.90880
5093.680 1.11345 1.07516 1.05244 1.02426 0.92476
5094.850 1.10881 1.07063 1.04793 1.01911 0.91722
5096.020 1.09699 1.06091 1.04020 1.01475 0.91685
5097.200 1.07901 1.04424 1.02458 0.99914 0.90357
5098.370 1.06222 1.02696 1.00649 0.97642 0.87779
5099.540 1.04882 1.01473 0.99523 0.96568 0.86938
5100.720 1.04870 1.01483 0.99556 0.96658 0.86838
5101.890 1.05448 1.02155 1.00334 0.97803 0.88248
5103.070 1.05922 1.02860 1.01289 0.99481 0.90694
5104.240 1.06279 1.03202 1.01619 0.99838 0.91009
5105.420 1.06093 1.02966 1.01327 0.99375 0.90020
5106.590 1.05582 1.02534 1.00968 0.99129 0.89593
5107.770 1.04973 1.01897 1.00290 0.98254 0.88482
5108.950 1.04544 1.01393 0.99699 0.97375 0.87634
5110.120 1.04944 1.01682 0.99879 0.97334 0.87239
5111.300 1.05312 1.02091 1.00336 0.97976 0.87758
5112.480 1.06366 1.03013 1.01138 0.98628 0.88131
5113.650 1.07932 1.04363 1.02287 0.99498 0.88765
5114.830 1.09078 1.05454 1.03340 1.00628 0.89364
5116.010 1.10251 1.06329 1.03923 1.00634 0.88593
5117.190 1.11065 1.07122 1.04706 1.01522 0.89452
5118.370 1.11260 1.07437 1.05150 1.02333 0.90849
5119.540 1.10827 1.07050 1.04803 1.02028 0.90738
5120.720 1.09496 1.05877 1.03773 1.01167 0.89834
5121.900 1.07846 1.04472 1.02595 1.00331 0.89509
5123.080 1.05667 1.02390 1.00576 0.98152 0.87583
5124.260 1.03877 1.00718 0.98996 0.96543 0.86293
5125.440 1.02464 0.99484 0.97926 0.95684 0.85607
5126.620 1.01539 0.98733 0.97340 0.95392 0.85605
5127.800 1.01362 0.98787 0.97632 0.96280 0.87190
5128.980 1.01765 0.99127 0.97915 0.96477 0.87104
5130.170 1.02181 0.99463 0.98172 0.96599 0.87321
5131.350 1.03596 1.00668 0.99183 0.97324 0.87370
5132.530 1.04574 1.01520 0.99918 0.97911 0.87568
5133.710 1.05792 1.02566 1.00806 0.98578 0.88109
5134.890 1.06726 1.03395 1.01540 0.99211 0.88254
5136.070 1.06951 1.03588 1.01704 0.99339 0.88370
5137.260 1.06721 1.03303 1.01357 0.98802 0.87571
5138.440 1.05672 1.02364 1.00517 0.98060 0.87090
5139.620 1.04504 1.01254 0.99447 0.96922 0.85861
5140.810 1.03961 1.00717 0.98907 0.96298 0.85124
5141.990 1.03729 1.00599 0.98905 0.96566 0.85844
5143.180 1.03399 1.00268 0.98566 0.96164 0.85379
5144.360 1.02950 0.99955 0.98387 0.96271 0.86057
5145.540 1.02822 0.99951 0.98513 0.96717 0.86781
5146.730 1.02530 0.99720 0.98339 0.96654 0.86600
5147.910 1.02381 0.99594 0.98236 0.96591 0.86618
5149.100 1.02472 0.99653 0.98262 0.96555 0.86739
5150.290 1.02327 0.99641 0.98388 0.97021 0.87602
5151.470 1.02195 0.99488 0.98210 0.96766 0.86896
5152.660 1.02419 0.99507 0.98020 0.96072 0.85888
5153.840 1.02633 0.99713 0.98222 0.96301 0.85917
5155.030 1.03571 1.00554 0.98978 0.96983 0.86166
5156.220 1.05008 1.01836 1.00122 0.97996 0.87006
5157.410 1.06215 1.02995 1.01253 0.99243 0.87998
5158.590 1.07423 1.04124 1.02319 1.00339 0.89335
5159.780 1.07871 1.04665 1.02966 1.01336 0.90744
5160.970 1.07155 1.04135 1.02620 1.01362 0.90961
5162.160 1.05357 1.02621 1.01373 1.00541 0.90797
5163.350 1.02592 1.00172 0.99207 0.98700 0.90007
5164.540 0.98702 0.96949 0.96615 0.97161 0.89738
5165.730 0.94080 0.93000 0.93293 0.94771 0.89055
5166.920 0.89441 0.88653 0.89172 0.90538 0.85144
5168.110 0.85591 0.85046 0.85754 0.87033 0.82056
5169.300 0.83297 0.83081 0.84095 0.85827 0.81542
5170.490 0.82340 0.82530 0.83953 0.86608 0.83054
5171.680 0.82283 0.82567 0.84087 0.86996 0.84255
5172.870 0.82618 0.82765 0.84151 0.86764 0.83235
5174.060 0.84212 0.84083 0.85208 0.87394 0.83024
5175.250 0.87641 0.87287 0.88235 0.90495 0.85982
5176.440 0.91230 0.90719 0.91565 0.94114 0.89594
5177.630 0.94310 0.93576 0.94243 0.96801 0.91738
5178.830 0.95921 0.95001 0.95501 0.97879 0.92085
5180.020 0.95532 0.94698 0.95282 0.97830 0.92581
5181.210 0.93778 0.93080 0.93779 0.96363 0.91670
5182.400 0.91009 0.90301 0.90943 0.92966 0.87922
5183.600 0.88324 0.87586 0.88152 0.89579 0.84248
5184.790 0.87576 0.86615 0.86936 0.87621 0.81438
5185.990 0.89686 0.88514 0.88651 0.89187 0.82324
5187.180 0.93350 0.91977 0.91967 0.92689 0.85465
5188.370 0.97153 0.95275 0.94804 0.94915 0.86829
5189.570 1.00266 0.97963 0.97102 0.96682 0.87677
5190.760 1.01907 0.99279 0.98106 0.97135 0.87362
5191.960 1.02365 0.99352 0.97785 0.95872 0.85219
5193.160 1.02477 0.99228 0.97417 0.94896 0.83475
5194.350 1.02814 0.99420 0.97465 0.94629 0.82710
5195.550 1.03795 1.00452 0.98570 0.96081 0.84465
5196.740 1.05333 1.02063 1.00283 0.98304 0.86967
5197.940 1.06908 1.03997 1.02623 1.01945 0.91800
5199.140 1.08416 1.05724 1.04604 1.04829 0.95786
5200.340 1.09240 1.06695 1.05745 1.06546 0.98315
5201.530 1.09101 1.06510 1.05512 1.06176 0.97519
5202.730 1.07862 1.04929 1.03553 1.03056 0.93552
5203.930 1.05562 1.02542 1.01036 0.99862 0.89806
5205.130 1.02927 0.99918 0.98380 0.96732 0.86176
5206.330 1.00274 0.97391 0.95942 0.94129 0.83836
5207.520 0.98839 0.96086 0.94749 0.93019 0.82745
5208.720 0.98497 0.95814 0.94546 0.92954 0.82908
5209.920 0.99333 0.96563 0.95221 0.93573 0.83057
5211.120 1.01678 0.98592 0.96961 0.94930 0.83592
5212.320 1.04286 1.00974 0.99151 0.97030 0.85573
5213.520 1.06958 1.03320 1.01205 0.98742 0.86684
5214.720 1.08821 1.04848 1.02415 0.99422 0.86330
5215.930 1.09753 1.05407 1.02602 0.98793 0.85106
5217.130 1.10419 1.05760 1.02640 0.98126 0.83467
5218.330 1.11359 1.06504 1.03196 0.98348 0.83058
5219.530 1.12370 1.07479 1.04152 0.99421 0.84266
5220.730 1.12886 1.08037 1.04766 1.00269 0.85350
5221.930 1.12802 1.08062 1.04905 1.00703 0.86444
5223.140 1.11602 1.07103 1.04179 1.00410 0.86684
5224.340 1.09494 1.05162 1.02378 0.98663 0.84991
5225.540 1.07008 1.02762 1.00027 0.96072 0.82459
5226.750 1.05100 1.00744 0.97864 0.93252 0.79339
5227.950 1.04655 1.00193 0.97195 0.92223 0.77937
5229.150 1.05715 1.01371 0.98518 0.94095 0.80304
5230.360 1.07467 1.03199 1.00457 0.96599 0.82773
5231.560 1.09299 1.04937 1.02130 0.98393 0.84800
5232.770 1.10430 1.05827 1.02789 0.98637 0.84603
5233.970 1.11204 1.06194 1.02745 0.97654 0.82176
5235.180 1.11968 1.06685 1.02965 0.97298 0.81049
5236.380 1.13249 1.07839 1.04009 0.98266 0.81914
5237.590 1.14795 1.09164 1.05133 0.99112 0.82284
5238.790 1.16096 1.10407 1.06337 1.00429 0.83622
5240.000 1.16963 1.11216 1.07103 1.01226 0.84177
5241.210 1.17534 1.11710 1.07530 1.01574 0.84178
5242.410 1.17503 1.11699 1.07540 1.01649 0.84736
5243.620 1.17335 1.11583 1.07478 1.01714 0.85034
5244.830 1.16715 1.11208 1.07349 1.02143 0.85754
5246.040 1.15761 1.10251 1.06376 1.00995 0.84514
5247.250 1.14351 1.08987 1.05243 0.99999 0.84281
5248.450 1.12986 1.07678 1.03971 0.98629 0.83125
5249.660 1.12095 1.06803 1.03098 0.97640 0.81716
5250.870 1.11480 1.06291 1.02686 0.97406 0.81779
5252.080 1.11540 1.06454 1.02959 0.97986 0.82504
5253.290 1.12120 1.06915 1.03307 0.98144 0.82469
5254.500 1.12794 1.07493 1.03799 0.98525 0.82660
5255.710 1.13719 1.08292 1.04484 0.99069 0.82875
5256.920 1.14705 1.09207 1.05343 0.99945 0.83731
5258.130 1.15699 1.10255 1.06467 1.01431 0.85302
5259.340 1.15788 1.10470 1.06816 1.02156 0.86790
5260.550 1.14631 1.09528 1.06082 1.01800 0.86972
5261.760 1.11625 1.06941 1.03883 1.00166 0.86541
5262.980 1.08115 1.03724 1.00914 0.97322 0.84609
5264.190 1.04512 1.00423 0.97871 0.94409 0.82012
5265.400 1.01415 0.97605 0.95293 0.92000 0.80002
5266.610 0.99291 0.95774 0.93735 0.90839 0.79504
5267.830 0.98001 0.94887 0.93249 0.91212 0.81033
5269.040 0.97726 0.94804 0.93363 0.91812 0.82275
5270.250 0.98384 0.95213 0.93525 0.91445 0.81434
5271.470 0.99937 0.96487 0.94536 0.92024 0.81419
5272.680 1.02496 0.98854 0.96748 0.94236 0.83523
5273.890 1.05623 1.01613 0.99177 0.96297 0.84704
5275.110 1.08285 1.03733 1.00777 0.96967 0.84043
5276.320 1.10646 1.05607 1.02184 0.97534 0.83098
5277.540 1.13167 1.07690 1.03854 0.98527 0.82633
5278.750 1.14954 1.09349 1.05411 1.00106 0.84262
5279.970 1.15876 1.10327 1.06465 1.01512 0.86028
5281.180 1.15953 1.10241 1.06213 1.00854 0.84956
5282.400 1.15748 1.09732 1.05385 0.99180 0.82455
5283.620 1.15604 1.09405 1.04864 0.98151 0.81001
5284.830 1.16271 1.10015 1.05429 0.98713 0.81509
5286.050 1.18078 1.11682 1.06981 1.00255 0.82570
5287.270 1.20016 1.13563 1.08838 1.02360 0.84611
5288.490 1.21657 1.15013 1.10119 1.03465 0.85712
5289.700 1.22664 1.15911 1.10922 1.04188 0.85944
5290.920 1.23355 1.16507 1.11434 1.04599 0.86234
5292.140 1.23182 1.16381 1.11355 1.04631 0.86499
5293.360 1.22449 1.15717 1.10753 1.04093 0.85955
5294.580 1.20937 1.14425 1.09666 1.03324 0.85977
5295.800 1.18919 1.12619 1.08049 1.01908 0.85074
5297.020 1.17007 1.10725 1.06144 0.99694 0.82906
5298.240 1.14866 1.08798 1.04406 0.98136 0.81796
5299.460 1.14305 1.08304 1.03974 0.97795 0.81481
5300.680 1.14889 1.08867 1.04525 0.98422 0.82138
5301.900 1.16257 1.10194 1.05835 0.99908 0.83799
5303.120 1.18547 1.12067 1.07313 1.00724 0.83359
5304.340 1.20509 1.13779 1.08799 1.01935 0.84094
5305.560 1.22410 1.15442 1.10248 1.03131 0.84903
5306.780 1.23908 1.16696 1.11273 1.03805 0.84906
5308.010 1.24581 1.17218 1.11650 1.03924 0.84629
5309.230 1.25030 1.17473 1.11713 1.03570 0.83981
5310.450 1.25608 1.18051 1.12302 1.04291 0.84856
5311.670 1.25615 1.18221 1.12646 1.05101 0.86235
5312.900 1.25178 1.17718 1.12067 1.04275 0.85248
5314.120 1.24779 1.17263 1.11548 1.03543 0.84285
5315.340 1.23970 1.16501 1.10824 1.02808 0.83628
5316.570 1.23053 1.15623 1.09972 1.01899 0.82705
5317.790 1.22480 1.15087 1.09466 1.01400 0.82196
5319.020 1.21905 1.14683 1.09232 1.01537 0.82957
5320.240 1.20893 1.14005 1.08888 1.01920 0.84205
5321.470 1.20212 1.13530 1.08618 1.02094 0.84822
5322.690 1.18849 1.12422 1.07755 1.01675 0.85427
5323.920 1.16601 1.10502 1.06141 1.00529 0.85150
5325.140 1.14637 1.08826 1.04736 0.99540 0.84627
5326.370 1.12299 1.06732 1.02858 0.97884 0.83228
5327.600 1.10103 1.04714 1.00989 0.96085 0.81995
5328.820 1.08630 1.03233 0.99478 0.94283 0.80172
5330.050 1.08753 1.03224 0.99332 0.93819 0.79095
5331.280 1.10945 1.05308 1.01343 0.95986 0.81287
5332.510 1.13459 1.07721 1.03696 0.98580 0.83905
5333.730 1.15865 1.09837 1.05550 1.00135 0.84847
5334.960 1.17936 1.11609 1.07048 1.01250 0.85287
5336.190 1.19303 1.12730 1.07936 1.01756 0.85334
5337.420 1.19806 1.13115 1.08207 1.01824 0.85272
5338.650 1.19101 1.12465 1.07603 1.01247 0.84644
5339.880 1.18047 1.11439 1.06591 1.00123 0.83552
5341.110 1.17291 1.10646 1.05748 0.99052 0.82688
5342.340 1.16961 1.10437 1.05659 0.99241 0.82996
5343.570 1.17303 1.10856 1.06167 1.00044 0.83812
5344.800 1.17805 1.11389 1.06742 1.00822 0.85084
5346.030 1.17933 1.11549 1.06940 1.01150 0.85277
5347.260 1.18013 1.11591 1.06945 1.01085 0.85404
5348.490 1.18208 1.11624 1.06812 1.00566 0.84396
5349.720 1.18739 1.11994 1.07024 1.00464 0.83725
5350.960 1.19935 1.12925 1.07700 1.00672 0.83546
5352.190 1.21434 1.14330 1.09032 1.02062 0.84984
5353.420 1.23130 1.15800 1.10297 1.03064 0.85645
5354.650 1.24838 1.17321 1.11652 1.04264 0.86084
5355.890 1.26426 1.18614 1.12666 1.04807 0.85825
5357.120 1.27329 1.19410 1.13365 1.05409 0.86453
5358.350 1.27485 1.19509 1.13409 1.05348 0.86390
5359.590 1.27226 1.19371 1.13394 1.05625 0.86874
5360.820 1.26519 1.18755 1.12861 1.05217 0.86760
5362.060 1.25001 1.17310 1.11469 1.03744 0.85521
5363.290 1.23378 1.15857 1.10166 1.02599 0.84813
5364.530 1.22088 1.14627 1.08979 1.01340 0.83497
5365.760 1.20364 1.13131 1.07692 1.00349 0.83084
5367.000 1.18748 1.11874 1.06783 1.00114 0.84084
5368.230 1.17439 1.10861 1.06059 0.99954 0.84248
5369.470 1.16132 1.09689 1.05006 0.99027 0.83625
5370.710 1.15115 1.08580 1.03783 0.97367 0.81972
5371.940 1.14852 1.08316 1.03516 0.97065 0.81644
5373.180 1.15976 1.09353 1.04480 0.98027 0.82293
5374.420 1.17902 1.11298 1.06481 1.00478 0.85056
5375.650 1.20181 1.13449 1.08538 1.02650 0.86888
5376.890 1.21788 1.14910 1.09873 1.03918 0.88128
5378.130 1.22786 1.15684 1.10430 1.04079 0.87673
5379.370 1.23244 1.15855 1.10309 1.03283 0.86129
5380.610 1.23123 1.15724 1.10167 1.03106 0.85886
5381.850 1.22750 1.15265 1.09613 1.02262 0.84956
5383.090 1.22300 1.14862 1.09251 1.01952 0.84948
5384.330 1.22130 1.14695 1.09085 1.01778 0.84639
5385.570 1.22177 1.14724 1.09095 1.01760 0.84496
5386.810 1.22065 1.14748 1.09262 1.02292 0.85443
5388.050 1.21550 1.14387 1.09053 1.02414 0.86039
5389.290 1.20384 1.13398 1.08229 1.01854 0.85858
5390.530 1.19182 1.12374 1.07371 1.01260 0.85906
5391.770 1.17801 1.11156 1.06299 1.00371 0.85373
5393.010 1.16774 1.10212 1.05426 0.99538 0.84646
5394.250 1.16194 1.09795 1.05170 0.99625 0.85182
5395.500 1.15359 1.09104 1.04614 0.99307 0.85247
5396.740 1.14557 1.08359 1.03916 0.98621 0.84672
5397.980 1.14057 1.07801 1.03289 0.97751 0.83782
5399.220 1.14030 1.07825 1.03366 0.97977 0.84137
5400.470 1.14676 1.08569 1.04225 0.99243 0.85912
5401.710 1.14774 1.08635 1.04258 0.99220 0.85771
5402.950 1.14313 1.08356 1.04162 0.99541 0.86499
5404.200 1.13204 1.07380 1.03307 0.98843 0.86357
5405.440 1.11888 1.05963 1.01760 0.96773 0.83718
5406.690 1.10886 1.05013 1.00848 0.95819 0.82654
5407.930 1.11084 1.05148 1.00920 0.95770 0.82658
5409.180 1.11857 1.05964 1.01794 0.96925 0.84057
5410.420 1.13221 1.07075 1.02664 0.97387 0.84001
5411.670 1.14819 1.08414 1.03759 0.98105 0.84013
5412.920 1.16763 1.10127 1.05263 0.99376 0.85082
5414.160 1.18734 1.11843 1.06746 1.00564 0.85691
5415.410 1.20091 1.12940 1.07595 1.00987 0.85746
5416.660 1.21393 1.14112 1.08652 1.01956 0.86257
5417.900 1.22137 1.14740 1.09171 1.02317 0.85942
5419.150 1.22546 1.15016 1.09314 1.02191 0.85749
5420.400 1.22482 1.14959 1.09265 1.02162 0.85770
5421.650 1.22122 1.14503 1.08700 1.01271 0.84700
5422.900 1.21413 1.13934 1.08265 1.01090 0.85005
5424.150 1.20800 1.13524 1.08056 1.01321 0.85547
5425.390 1.20790 1.13417 1.07849 1.00860 0.84514
5426.640 1.20670 1.13382 1.07901 1.01132 0.85149
5427.890 1.20120 1.13026 1.07736 1.01393 0.85958
5429.140 1.19361 1.12322 1.07076 1.00742 0.85517
5430.390 1.18061 1.11083 1.05879 0.99466 0.84546
5431.640 1.16980 1.10116 1.05011 0.98704 0.84002
5432.900 1.16472 1.09785 1.04856 0.98939 0.84809
5434.150 1.16284 1.09553 1.04574 0.98511 0.84429
5435.400 1.16647 1.09765 1.04634 0.98242 0.83864
5436.650 1.17406 1.10375 1.05100 0.98459 0.83789
5437.900 1.19322 1.12098 1.06653 0.99874 0.84568
5439.150 1.21489 1.14110 1.08538 1.01770 0.85864
5440.410 1.23072 1.15623 1.10006 1.03369 0.87420
5441.660 1.24236 1.16668 1.10945 1.04221 0.88170
5442.910 1.24307 1.16688 1.10911 1.04069 0.88291
5444.170 1.23207 1.15719 1.10059 1.03366 0.87805
5445.420 1.21479 1.14066 1.08456 1.01636 0.86203
5446.670 1.19542 1.12200 1.06629 0.99627 0.84131
5447.930 1.18324 1.11127 1.05685 0.98843 0.83442
5449.180 1.18053 1.10952 1.05604 0.98976 0.83959
5450.440 1.18517 1.11577 1.06405 1.00313 0.85650
5451.690 1.18502 1.11766 1.06806 1.01273 0.87397
5452.950 1.18377 1.11638 1.06672 1.01113 0.87274
5454.200 1.17804 1.11037 1.06030 1.00289 0.86237
5455.460 1.16864 1.10055 1.04986 0.98951 0.84879
5456.720 1.16800 1.09841 1.04614 0.98166 0.83699
5457.970 1.17381 1.10416 1.05191 0.98845 0.84550
5459.230 1.18310 1.11471 1.06393 1.00578 0.86542
5460.490 1.18857 1.12099 1.07113 1.01632 0.87777
5461.740 1.18909 1.11995 1.06845 1.00953 0.86664
5463.000 1.18606 1.11566 1.06279 0.99992 0.85345
5464.260 1.18262 1.11268 1.06020 0.99792 0.85241
5465.520 1.18564 1.11509 1.06202 0.99876 0.85680
5466.780 1.18964 1.11999 1.06791 1.00791 0.86578
5468.040 1.19031 1.12120 1.06968 1.01131 0.86765
5469.300 1.19285 1.12246 1.06963 1.00833 0.86310
5470.550 1.19018 1.12086 1.06908 1.01019 0.86883
5471.810 1.18337 1.11564 1.06540 1.00957 0.87266
5473.070 1.17392 1.10719 1.05781 1.00285 0.86496
5474.330 1.16297 1.09657 1.04733 0.99116 0.85709
5475.600 1.14941 1.08451 1.03659 0.98186 0.85275
5476.860 1.14073 1.07623 1.02855 0.97322 0.84274
5478.120 1.13838 1.07338 1.02513 0.96800 0.83572
5479.380 1.14157 1.07748 1.03022 0.97622 0.84594
5480.640 1.14605 1.08303 1.03694 0.98674 0.85839
5481.900 1.15444 1.08923 1.04098 0.98651 0.85535
5483.170 1.16084 1.09430 1.04474 0.98794 0.85403
5484.430 1.17026 1.10334 1.05353 0.99755 0.86232
5485.690 1.18079 1.11281 1.06204 1.00526 0.86550
5486.950 1.18722 1.11761 1.06524 1.00533 0.86309
5488.220 1.18654 1.11627 1.06316 1.00132 0.86108
5489.480 1.18701 1.11580 1.06169 0.99740 0.85342
5490.750 1.18662 1.11638 1.06327 1.00155 0.85743
5492.010 1.18980 1.11930 1.06594 1.00415 0.85876
5493.280 1.19186 1.12121 1.06772 1.00594 0.86294
5494.540 1.19278 1.12185 1.06806 1.00571 0.86144
5495.810 1.19291 1.12247 1.06916 1.00815 0.86556
5497.070 1.19275 1.12109 1.06649 1.00214 0.85732
5498.340 1.19090 1.11940 1.06490 1.00060 0.85348
5499.600 1.19132 1.12059 1.06688 1.00475 0.85907
5500.870 1.19066 1.11951 1.06534 1.00197 0.85616
5502.140 1.18479 1.11533 1.06280 1.00286 0.86046
5503.400 1.17976 1.11059 1.05825 0.99807 0.85576
5504.670 1.17538 1.10632 1.05398 0.99323 0.85380
5505.940 1.17319 1.10480 1.05312 0.99375 0.85493
5507.210 1.16873 1.10089 1.04967 0.99090 0.85183
5508.470 1.16770 1.09930 1.04744 0.98693 0.84717
5509.740 1.16995 1.10231 1.05127 0.99325 0.85365
5511.010 1.16556 1.10011 1.05125 0.99830 0.86653
5512.280 1.16240 1.09596 1.04599 0.98970 0.85539
5513.550 1.15783 1.09130 1.04114 0.98371 0.84938
5514.820 1.15849 1.09240 1.04266 0.98649 0.85391
5516.090 1.16803 1.10106 1.05054 0.99383 0.85883
5517.360 1.18017 1.11220 1.06081 1.00373 0.86718
5518.630 1.19529 1.12617 1.07382 1.01658 0.88143
5519.900 1.20675 1.13661 1.08336 1.02556 0.88811
5521.170 1.21573 1.14432 1.08987 1.03037 0.88852
5522.440 1.21863 1.14550 1.08927 1.02562 0.87835
5523.720 1.21632 1.14248 1.08544 1.01937 0.86836
5524.990 1.20756 1.13508 1.07929 1.01517 0.86754
5526.260 1.19513 1.12402 1.06941 1.00649 0.86164
5527.530 1.18382 1.11255 1.05755 0.99195 0.84576
5528.810 1.17292 1.10215 1.04746 0.98103 0.83606
5530.080 1.17230 1.10164 1.04701 0.98069 0.83445
5531.350 1.17860 1.10880 1.05514 0.99234 0.84801
5532.630 1.18469 1.11555 1.06267 1.00282 0.86453
5533.900 1.19156 1.12168 1.06811 1.00754 0.86483
5535.170 1.19793 1.12451 1.06732 0.99834 0.84630
5536.450 1.19940 1.12517 1.06711 0.99616 0.84051
5537.720 1.20466 1.13006 1.07168 1.00071 0.84520
5539.000 1.21048 1.13582 1.07745 1.00740 0.85470
5540.280 1.21560 1.14112 1.08300 1.01440 0.86154
5541.550 1.21966 1.14515 1.08701 1.01903 0.86626
5542.830 1.22282 1.14835 1.09029 1.02301 0.86871
5544.100 1.22425 1.14832 1.08874 1.01771 0.85968
5545.380 1.22472 1.14760 1.08673 1.01247 0.85230
5546.660 1.22735 1.14924 1.08735 1.01083 0.84587
5547.930 1.23248 1.15355 1.09086 1.01309 0.84539
5549.210 1.23938 1.16036 1.09764 1.02086 0.85412
5550.490 1.24239 1.16422 1.10243 1.02851 0.86159
5551.770 1.24320 1.16561 1.10440 1.03214 0.86734
5553.050 1.24166 1.16383 1.10229 1.02898 0.86574
5554.330 1.23495 1.15790 1.09704 1.02447 0.86038
5555.600 1.23078 1.15415 1.09361 1.02126 0.85570
5556.880 1.22691 1.15061 1.09032 1.01804 0.85696
5558.160 1.22206 1.14729 1.08848 1.01931 0.86046
5559.440 1.21851 1.14452 1.08643 1.01858 0.86217
5560.720 1.21615 1.14148 1.08260 1.01238 0.85494
5562.000 1.21150 1.13874 1.08174 1.01570 0.86256
5563.290 1.20501 1.13254 1.07570 1.00907 0.85543
5564.570 1.20063 1.12849 1.07189 1.00521 0.85274
5565.850 1.19525 1.12369 1.06756 1.00130 0.85096
5567.130 1.18946 1.11854 1.06296 0.99723 0.84732
5568.410 1.19091 1.11999 1.06438 0.99883 0.84837
5569.690 1.18973 1.11817 1.06183 0.99420 0.84119
5570.980 1.19072 1.11987 1.06425 0.99864 0.84463
5572.260 1.19253 1.12086 1.06438 0.99681 0.84503
5573.540 1.19499 1.12283 1.06585 0.99734 0.84052
5574.830 1.19981 1.12699 1.06935 0.99987 0.84120
5576.110 1.20281 1.12976 1.07191 1.00231 0.84418
5577.390 1.20838 1.13535 1.07758 1.00903 0.84992
5578.680 1.21079 1.13759 1.07964 1.01101 0.85296
5579.960 1.20977 1.13715 1.07975 1.01238 0.85806
5581.250 1.20585 1.13529 1.07993 1.01725 0.86330
5582.530 1.20067 1.13084 1.07611 1.01428 0.86212
5583.820 1.18841 1.11949 1.06547 1.00362 0.85499
5585.110 1.17447 1.10754 1.05531 0.99599 0.85353
5586.390 1.15888 1.09395 1.04351 0.98644 0.84875
5587.680 1.14083 1.07655 1.02644 0.96748 0.82607
5588.960 1.13192 1.06731 1.01668 0.95499 0.81367
5590.250 1.12787 1.06407 1.01418 0.95375 0.81386
5591.540 1.13273 1.06992 1.02111 0.96423 0.82636
5592.830 1.14198 1.07939 1.03091 0.97629 0.83913
5594.110 1.15299 1.08810 1.03737 0.97855 0.83649
5595.400 1.16158 1.09530 1.04323 0.98220 0.83721
5596.690 1.16559 1.09962 1.04790 0.98838 0.84269
5597.980 1.16900 1.10283 1.05091 0.99139 0.84486
5599.270 1.16567 1.09905 1.04656 0.98502 0.83834
5600.560 1.16266 1.09565 1.04266 0.97937 0.83188
5601.850 1.16049 1.09280 1.03902 0.97332 0.82218
5603.140 1.16585 1.09646 1.04094 0.97152 0.81329
5604.430 1.17788 1.10695 1.04999 0.97862 0.81582
5605.720 1.19518 1.12244 1.06383 0.99081 0.82298
5607.010 1.21227 1.13942 1.08095 1.01087 0.84603
5608.300 1.22581 1.15132 1.09134 1.01936 0.85330
5609.590 1.23245 1.15662 1.09529 1.02081 0.85007
5610.880 1.23204 1.15740 1.09727 1.02581 0.85782
5612.180 1.22719 1.15325 1.09373 1.02308 0.85388
5613.470 1.21592 1.14314 1.08461 1.01477 0.84809
5614.760 1.19955 1.12901 1.07250 1.00540 0.84536
5616.050 1.18381 1.11300 1.05589 0.98483 0.82346
5617.350 1.17294 1.10233 1.04521 0.97241 0.80829
5618.640 1.17103 1.10268 1.04784 0.98066 0.82217
5619.940 1.17430 1.10724 1.05378 0.99061 0.83601
5621.230 1.17664 1.10996 1.05688 0.99506 0.83901
5622.520 1.17769 1.11144 1.05879 0.99820 0.84458
5623.820 1.17699 1.11052 1.05758 0.99612 0.84475
5625.110 1.17450 1.10712 1.05316 0.98860 0.83120
5626.410 1.17583 1.10742 1.05235 0.98509 0.82363
5627.710 1.18200 1.11304 1.05745 0.98976 0.82963
5629.000 1.19010 1.12041 1.06417 0.99596 0.83306
5630.300 1.19981 1.13050 1.07476 1.00933 0.84693
5631.590 1.20735 1.13707 1.08040 1.01367 0.85221
5632.890 1.21065 1.13962 1.08218 1.01389 0.84993
5634.190 1.20667 1.13625 1.07935 1.01181 0.84717
5635.490 1.20133 1.13155 1.07517 1.00817 0.84415
5636.780 1.19446 1.12485 1.06849 1.00043 0.83784
5638.080 1.18935 1.11882 1.06138 0.98971 0.82334
5639.380 1.18702 1.11622 1.05840 0.98534 0.81659
5640.680 1.18433 1.11485 1.05832 0.98817 0.82153
5641.980 1.18595 1.11575 1.05845 0.98649 0.81785
5643.280 1.18631 1.11605 1.05867 0.98652 0.81717
5644.580 1.19028 1.11981 1.06222 0.99010 0.81935
5645.880 1.19487 1.12385 1.06571 0.99283 0.81997
5647.180 1.20008 1.12987 1.07264 1.00285 0.83091
5648.480 1.20467 1.13468 1.07772 1.00927 0.83730
5649.780 1.20863 1.13634 1.07699 1.00291 0.82691
5651.080 1.20894 1.13615 1.07625 1.00072 0.82485
5652.380 1.20752 1.13615 1.07765 1.00552 0.83059
5653.680 1.20793 1.13584 1.07656 1.00240 0.82547
5654.980 1.20043 1.12978 1.07183 0.99997 0.82786
5656.290 1.19005 1.12074 1.06397 0.99354 0.82050
5657.590 1.17952 1.11055 1.05391 0.98217 0.81165
5658.890 1.17045 1.10121 1.04410 0.96969 0.79550
5660.190 1.16274 1.09436 1.03797 0.96424 0.79430
5661.500 1.16635 1.09757 1.04077 0.96649 0.79555
